nombre,precio,ventas_q,clases_q,nivel,duracion,tema,plataforma,anio,mes,ventas_usd,idioma
How to Draw Cute Cartoon Characters,55,4080,26,All Levels,2,Graphic Design,udemy,2013,Octubre,224400,English
How to Create awesome Cinema-graph With Adobe Photoshop?,20,1602,16,Introductory,1,Graphic Design,udemy,2017,Mayo,32040,English
Learn to Create a Mandala with Adobe Illustrator,50,7,28,All Levels,4,Graphic Design,udemy,2017,Abril,350,English
15  Motion Graphic Elements in After Effect (Series 2),30,8,20,Intermediate,3,Graphic Design,udemy,2017,Abril,240,English
Fantasy map design,30,7,18,All Levels,2,Graphic Design,udemy,2017,Marzo,210,tl
Creating 2D Game Assets,25,57,12,All Levels,2,Graphic Design,udemy,2015,Abril,1425,English
create 9 professional logo design full version,35,91,34,All Levels,2,Graphic Design,udemy,2013,Julio,3185,Italiano
Stencil - Simple Graphic Design For Entrepreneurs,95,11,10,All Levels,1,Graphic Design,udemy,2017,Enero,1045,English
Learn Adobe InDesign from Scratch,40,6,46,Introductory,4,Graphic Design,udemy,2016,Junio,240,English
Getting the Life of an Instructional Designer,40,5,16,All Levels,1,Graphic Design,udemy,2017,Mayo,200,English
Drawing for All Levels: How to Design Cartoon Women,20,5,20,All Levels,1,Graphic Design,udemy,2015,Julio,100,English
Photoshop Tools 101,50,6,49,All Levels,3,Graphic Design,udemy,2017,Mayo,300,English
How to create gif animation in photoshop,20,34,18,All Levels,1,Graphic Design,udemy,2015,Junio,680,English
How to Color Comic Books... with a Mouse,30,7,8,All Levels,2,Graphic Design,udemy,2017,Enero,210,English
Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),200,5471,39,Introductory,6,Graphic Design,udemy,2015,Marzo,1094200,English
How To Design A Fortune 500 Logo in Illustrator,195,3599,72,Intermediate,5,Graphic Design,udemy,2016,Enero,701805,English
Canva : Graphic Design Theory Volume2,200,4961,29,All Levels,2,Graphic Design,udemy,2015,Junio,992200,English
Canva : Book Cover Design,100,3377,15,Introductory,2,Graphic Design,udemy,2016,Febrero,337700,nl
The Complete Figure Drawing Course HD,50,1323,225,Introductory,78,Graphic Design,udemy,2016,Octubre,66150,English
Mastering Logo Design - 20 Projects step-by-step,200,2599,77,All Levels,7,Graphic Design,udemy,2016,Septiembre,519800,English
Graphic Design: Create Animated GIF Ad Banners in Photoshop,20,6612,20,All Levels,1,Graphic Design,udemy,2014,Diciembre,132240,English
Learn Inkscape : Design Logos and Game Arts,20,1675,12,Introductory,1,Graphic Design,udemy,2017,Marzo,33500,English
Typography: Learn the Basics to Build a Solid Foundation,35,5850,34,Introductory,1,Graphic Design,udemy,2015,Mayo,204750,English
Master Manga Studio 5: Bonus Drawing and Painting,165,2325,61,All Levels,8,Graphic Design,udemy,2015,Febrero,383625,English
Learn Adobe Photoshop from scratch to professional,20,1276,19,Introductory,3,Graphic Design,udemy,2017,Abril,25520,English
7 Secrets To Designing In Black and White,100,1000,12,All Levels,1,Graphic Design,udemy,2017,Junio,100000,English
Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,20,86,78,Introductory,6,Graphic Design,udemy,2015,Febrero,1720,tr
誰でもわかる Adobe Illustrator CS6,20,11,15,Introductory,3,Graphic Design,udemy,2015,Octubre,220,English
Devenez le king de l'illustration automobile,50,42,32,Introductory,4,Graphic Design,udemy,2015,Diciembre,2100,Français
Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),105,28,103,All Levels,12,Graphic Design,udemy,2016,Junio,2940,tr
调色中级课程,200,5,7,Introductory,1,Graphic Design,udemy,2017,Marzo,1000,zh-cn
Drawing and paint  hot girl with photoshop,35,74,11,All Levels,1,Graphic Design,udemy,2016,Noviembre,2590,English
Photoshop CC Eğitim Seti (YENİ),100,27,202,All Levels,16,Graphic Design,udemy,2017,Marzo,2700,English
مدخل في أساسيات الفوطوشوب للمبتدئين فقط,120,13,7,Introductory,1,Graphic Design,udemy,2016,Septiembre,1560,ar
Creación de iconos con Illustrator,20,27,54,All Levels,3,Graphic Design,udemy,2015,Enero,540,Spanish
Adobe Illustrator Course in Urdu Basics Level Training,0,1433,8,Introductory,1,Graphic Design,udemy,2016,Enero,0,English
GraphicDesign Studio,95,110,22,Introductory,2,Graphic Design,udemy,2016,Mayo,10450,English
Aula de Photoshop - Aprenda como recortar imagens,65,15,14,Introductory,2,Graphic Design,udemy,2017,Julio,975,Português
Make your own great designs in PowerPoint: Quick & Easy,20,19,10,Introductory,1,Graphic Design,udemy,2015,Septiembre,380,English
Create Kindle eBook Covers with PowerPoint,30,87,23,All Levels,2,Graphic Design,udemy,2014,Junio,2610,English
Magazine Design: Start your own magazine in less than 24hrs,20,802,30,All Levels,2,Graphic Design,udemy,2015,Marzo,16040,English
Essential Skills for Designers - Adobe Bridge,20,14,13,All Levels,1,Graphic Design,udemy,2016,Mayo,280,da
Learn to code in Python and learn Adobe Photoshop today!,50,1132,29,All Levels,2,Graphic Design,udemy,2015,Julio,56600,English
How to draw Caricatures,20,347,11,All Levels,4,Graphic Design,udemy,2013,Agosto,6940,English
Essential Skills for Designers - Working with Type,45,219,25,All Levels,2,Graphic Design,udemy,2013,Mayo,9855,English
Affinity Designer for beginners,20,30,23,Introductory,4,Graphic Design,udemy,2017,Mayo,600,no
How to Create Top Ranking Mobile App Icons - iOS Edition,35,130,13,All Levels,1,Graphic Design,udemy,2013,Julio,4550,English
Canva - Making Design Simple,20,509,15,All Levels,0,Graphic Design,udemy,2015,Junio,10180,English
Ribbon Lettering: From Sketch to Wordmark,40,342,8,All Levels,0,Graphic Design,udemy,2015,Octubre,13680,English
How to Make a Custom Graphic ,20,87,8,Introductory,1,Graphic Design,udemy,2013,Octubre,1740,English
Create Flat Designs with Inkscape ,30,259,11,Introductory,1,Graphic Design,udemy,2016,Febrero,7770,English
:::Beginners Guide To Creating Amazing Images with Canva:::,25,72,17,Introductory,1,Graphic Design,udemy,2014,Abril,1800,English
Learn To Draw - The COMIC BOOK STYLE,55,363,19,All Levels,2,Graphic Design,udemy,2012,Junio,19965,English
Adobe Illustrator Vectors For Hand Letterers,100,23,9,Introductory,0,Graphic Design,udemy,2016,Octubre,2300,English
How To Create Amazing YouTube Custom Thumbnail Images,25,78,16,All Levels,1,Graphic Design,udemy,2013,Septiembre,1950,English
Graphic Design Bootcamp: Professional Workflow & Layout Tips,20,99,9,All Levels,1,Graphic Design,udemy,2015,Marzo,1980,English
Promotional Design Master Class,50,14,26,All Levels,2,Graphic Design,udemy,2016,Diciembre,700,English
Introduction to GIMP 2.8: Tutorials for Beginners,20,282,28,Introductory,3,Graphic Design,udemy,2016,Abril,5640,English
48 Logo Designs and Techniques,20,113,48,All Levels,9,Graphic Design,udemy,2015,Septiembre,2260,Français
Photoshop JumpStart,20,66,13,Introductory,2,Graphic Design,udemy,2015,Julio,1320,English
How To Sell Practically Anything: Professional Design Mockup,50,52,19,All Levels,2,Graphic Design,udemy,2014,Octubre,2600,English
"Learn Calligraphy, Handwriting animation wz After Effects",40,116,18,All Levels,2,Graphic Design,udemy,2016,Noviembre,4640,English
LaTeX A-Z: from beginner to advance in less than 3 hour,95,623,30,Introductory,3,Graphic Design,udemy,2017,Marzo,59185,English
Course Bundle | Exploring Art : Silhouette & Linear Line Art,80,827,15,All Levels,1,Graphic Design,udemy,2017,Abril,66160,Deutsch
How To Build Your Own Web Banner Design Business,20,5000,21,All Levels,1,Graphic Design,udemy,2016,Julio,100000,English
Canva: Design and Sell Your Own Professional Canva Designs,200,793,52,All Levels,3,Graphic Design,udemy,2017,Marzo,158600,English
How to Design a Logo in Adobe Illustrator,100,972,24,All Levels,1,Graphic Design,udemy,2016,Noviembre,97200,English
Illustrator CC: Design and drawing from scratch to expert!,150,2427,97,Introductory,11,Graphic Design,udemy,2016,Diciembre,364050,English
Logo design: How To Design an Awesome Logo in Illustrator,195,3131,56,All Levels,5,Graphic Design,udemy,2014,Noviembre,610545,English
Photoshop: Real World Hands-on Freelance Mastery,105,5950,29,All Levels,2,Graphic Design,udemy,2014,Septiembre,624750,English
Graphic Design: Beginner's Graphic Design Guide to Photoshop,25,4550,15,All Levels,1,Graphic Design,udemy,2015,Mayo,113750,English
Most Wanted Flat Design Techniques,195,2081,61,Intermediate,4,Graphic Design,udemy,2016,Marzo,405795,English
3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,20,785,29,All Levels,4,Graphic Design,udemy,2017,Abril,15700,English
Design your own Social Media Logo Icons in Adobe Illustrator,50,2424,15,Introductory,1,Graphic Design,udemy,2016,Junio,121200,English
Mashup - Transform a scanned sketch into a digital painting,20,57,16,Intermediate,2,Graphic Design,udemy,2014,Octubre,1140,English
Motion Graphic With After Effect From Scratch in 5 Hours,30,50,45,All Levels,4,Graphic Design,udemy,2016,Junio,1500,English
Introduction to Photoshop CC: Tutorials for Beginners,20,262,12,Introductory,1,Graphic Design,udemy,2016,Abril,5240,English
Making Killer Images in Photoshop that WOW Clients!,95,45,26,Intermediate,5,Graphic Design,udemy,2014,Octubre,4275,English
Simple Photoshop CC: Smart Objects,20,272,11,Intermediate,0,Graphic Design,udemy,2016,Marzo,5440,English
Learn Photo Manipulation - Build 3 projects,40,10,18,All Levels,2,Graphic Design,udemy,2016,Noviembre,400,English
Zombie Apocalypse Photoshop Actions,50,12,15,All Levels,1,Graphic Design,udemy,2016,Septiembre,600,English
Creative Perspective Illustration with GIMP,50,43,57,All Levels,6,Graphic Design,udemy,2016,Noviembre,2150,English
iPhone icons in iOS7 - learn flat design,20,165,41,All Levels,3,Graphic Design,udemy,2013,Agosto,3300,English
How to draw professional manga artwork by Punix,35,83,17,Introductory,1,Graphic Design,udemy,2017,Abril,2905,English
How do I Create a Stylized Graphics from Images in Photoshop,50,17,12,All Levels,1,Graphic Design,udemy,2015,Septiembre,850,English
Advance Design of Logos and Brand Identity   ,20,34,38,All Levels,2,Graphic Design,udemy,2013,Febrero,680,English
Como utilizar o Corel Draw por completo!,30,293,44,All Levels,7,Graphic Design,udemy,2015,Agosto,8790,Spanish
Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,85,113,39,Intermediate,4,Graphic Design,udemy,2016,Enero,9605,ja
Corel Draw X7: Mão na Massa,25,72,40,Introductory,4,Graphic Design,udemy,2016,Junio,1800,Português
Dibujo digital básico: cómo ilustrar en Photoshop,20,155,90,Introductory,5,Graphic Design,udemy,2016,Febrero,3100,Spanish
Adobe Illustrator CS6 باللغة العربية,35,48,74,All Levels,8,Graphic Design,udemy,2014,Septiembre,1680,ar
Creare un logo con Adobe Illustrator,0,1447,13,All Levels,1,Graphic Design,udemy,2015,Octubre,0,Italiano
Mestres do Photoshop,30,86,52,All Levels,5,Graphic Design,udemy,2015,Agosto,2580,Português
illustrator CC 2015.3 - Curso básico de ferramentas,20,13,12,Introductory,1,Graphic Design,udemy,2016,Julio,260,Spanish
Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,35,15,32,All Levels,2,Graphic Design,udemy,2015,Junio,525,Spanish
Crie seu Cartão de Visita no CorelDRAW X8,20,28,38,Introductory,4,Graphic Design,udemy,2017,Marzo,560,Português
Curso de Maya 3D,20,62,41,All Levels,4,Graphic Design,udemy,2016,Febrero,1240,Spanish
Photoshop: Organización de eventos y decoración de fiestas,120,125,56,Introductory,8,Graphic Design,udemy,2016,Octubre,15000,Spanish
Podcast Cover Art | Design Like the Best,20,33,7,All Levels,1,Graphic Design,udemy,2015,Abril,660,English
Learn Drawing and Painting a Landscape with Oil Colours,20,51,20,Intermediate,2,Graphic Design,udemy,2014,Enero,1020,English
Enhance your chroma key with an animated Slides background,25,361,9,Intermediate,1,Graphic Design,udemy,2016,Julio,9025,English
The Complete Motion Graphic Course,65,50,115,All Levels,9,Graphic Design,udemy,2017,Febrero,3250,English
Making Corporate Flyers in Photoshop,20,4,7,All Levels,0,Graphic Design,udemy,2016,Febrero,80,English
Rock-Solid Brands,20,134,13,Introductory,0,Graphic Design,udemy,2016,Febrero,2680,sv
Typographic Poster Design - From Sketch to Vector,45,36,20,Intermediate,1,Graphic Design,udemy,2015,Octubre,1620,English
"Make Money With Photoshop: Logos, Business Cards & Brochures",100,32,21,All Levels,5,Graphic Design,udemy,2016,Agosto,3200,English
Photoshop the Art of Clipart,20,30,22,Introductory,1,Graphic Design,udemy,2015,Julio,600,English
Adobe Illustrator Creative Cloud:  Mastering the Upgrades,20,22,57,Intermediate,2,Graphic Design,udemy,2015,Marzo,440,English
Illustrator 101: Learn Quickly and Easily to create Artwork,40,452,37,All Levels,1,Graphic Design,udemy,2014,Noviembre,18080,English
Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,40,67,25,All Levels,1,Graphic Design,udemy,2016,Julio,2680,English
Easy Steps To Become A Photoshop Expert,20,1081,47,All Levels,8,Graphic Design,udemy,2015,Enero,21620,English
Intro to Adobe Illustrator,20,189,55,Introductory,6,Graphic Design,udemy,2015,Agosto,3780,Italiano
Beginners Guide: Photoshop Poster/Artwork,20,775,6,Introductory,1,Graphic Design,udemy,2016,Abril,15500,nl
Basic Graphic Design for PowerPoint,20,88,14,Introductory,1,Graphic Design,udemy,2015,Julio,1760,English
Master Graphic Design Using Photoshop with Rachael,25,598,13,All Levels,1,Graphic Design,udemy,2014,Noviembre,14950,English
Adobe Illustrator CC - Print Design for Beginners,50,145,55,Introductory,6,Graphic Design,udemy,2016,Marzo,7250,English
Adobe Illustrator | Master in 3D,25,445,14,All Levels,0,Graphic Design,udemy,2016,Julio,11125,English
From Drawing to Illustration,20,237,32,Introductory,6,Graphic Design,udemy,2015,Abril,4740,English
Adobe Suite : Unleash your creativity & benefit from it !,200,1005,46,All Levels,9,Graphic Design,udemy,2015,Noviembre,201000,English
Become a Logo Designer: Guide to Complimentary Logo Software,35,485,21,All Levels,2,Graphic Design,udemy,2015,Marzo,16975,English
DIY Beautiful Social Graphics That Don't Require Photoshop,20,238,22,All Levels,2,Graphic Design,udemy,2015,Marzo,4760,English
Design while you learn InDesign CC,20,1116,21,Introductory,2,Graphic Design,udemy,2014,Abril,22320,English
R Graph Essentials,85,105,41,All Levels,2,Graphic Design,udemy,2015,Enero,8925,Catalán
Car Sketching with Simple Analog Tools,40,23,10,All Levels,0,Graphic Design,udemy,2016,Agosto,920,English
Drawing Anime & Manga Style,25,82,40,All Levels,8,Graphic Design,udemy,2015,Julio,2050,tl
Inkscape 101 for Beginners - Design Vector Graphics,195,13,26,Introductory,1,Graphic Design,udemy,2016,Junio,2535,English
"How to Fix Common Branding Mistakes, for Graphic Designers",35,19,9,Intermediate,1,Graphic Design,udemy,2016,Noviembre,665,English
AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,0,105,22,All Levels,2,Graphic Design,udemy,2017,Junio,0,English
Mind-Blowing Photoshop: Master Skills Season 1,20,94,69,All Levels,3,Graphic Design,udemy,2014,Agosto,1880,English
Architectural Drawing For Creatives,195,5,156,All Levels,24,Graphic Design,udemy,2017,Junio,975,English
Adobe Photoshop (Complete Beginner),200,98,33,Introductory,2,Graphic Design,udemy,2015,Diciembre,19600,English
Character Design,75,5,24,Intermediate,2,Graphic Design,udemy,2017,Mayo,375,English
Icon Design Masterclass: Learn Icon Design Principles,40,6,15,Introductory,2,Graphic Design,udemy,2017,Mayo,240,English
create stunning Photoshop compositions in minutes,20,5,29,All Levels,2,Graphic Design,udemy,2017,Junio,100,English
Marvelous Logo Design,20,91,13,All Levels,1,Graphic Design,udemy,2015,Enero,1820,English
Canva Complete Course For Graphics Design | 20 Projects,20,3,27,All Levels,2,Graphic Design,udemy,2017,Junio,60,English
The Complete Video Production Guide - Learn Top Video Tools,195,121,77,All Levels,7,Graphic Design,udemy,2015,Mayo,23595,English
Drawing With Confidence,25,105,10,All Levels,2,Graphic Design,udemy,2012,Mayo,2625,English
Add realistic car paint to your pencil drawing in Photoshop!,25,17,8,Introductory,1,Graphic Design,udemy,2017,Febrero,425,English
T-Shirt Sales - Merch By Amazon Profit Formula With Canva,20,380,26,All Levels,1,Graphic Design,udemy,2017,Junio,7600,English
Learn print production from start to finish,35,494,16,All Levels,1,Graphic Design,udemy,2015,Mayo,17290,English
Step by Step Gif animation in Photoshop,20,518,17,All Levels,1,Graphic Design,udemy,2015,Junio,10360,English
Adobe - Create a professional logo step-by-step (Farming),20,214,15,All Levels,1,Graphic Design,udemy,2016,Agosto,4280,English
Adobe Illustrator CC Advanced,30,11,27,Introductory,1,Graphic Design,udemy,2017,Marzo,330,English
Mastering Realistic Real Life Drawing with Pencil,20,33,12,Introductory,0,Graphic Design,udemy,2015,Abril,660,English
Silhouettes that Sells,25,9,13,Introductory,1,Graphic Design,udemy,2017,Marzo,225,English
FullPage: The Complete Guide to Flat Websites,20,817,13,All Levels,0,Graphic Design,udemy,2013,Noviembre,16340,English
How to design professional PowerPoint business presentation,20,286,7,All Levels,1,Graphic Design,udemy,2014,Noviembre,5720,English
Pic Monkey for Beginners - Graphic Design and Photo Editing,20,774,17,Introductory,3,Graphic Design,udemy,2015,Noviembre,15480,English
Corel Painter 2016,40,41,86,All Levels,8,Graphic Design,udemy,2016,Mayo,1640,English
eBook Cover Design,20,30,14,Intermediate,1,Graphic Design,udemy,2014,Noviembre,600,nl
"Photoshop tips and tricks, how to change clothes",20,837,26,All Levels,2,Graphic Design,udemy,2015,Marzo,16740,English
How to make Better Compositions: Take your art to new height,30,11,8,All Levels,0,Graphic Design,udemy,2016,Agosto,330,English
Adobe Photoshop CC | The Essential Guide,20,254,81,All Levels,4,Graphic Design,udemy,2015,Mayo,5080,English
Learn to Composite a 2D Action Shot in Photoshop,20,40,8,Introductory,1,Graphic Design,udemy,2016,Septiembre,800,English
Infographic Design: How To Create Your Own Infographic,20,84,13,All Levels,2,Graphic Design,udemy,2015,Mayo,1680,English
Autodesk Inventor 2016 : Complete Guide ,20,23,83,Introductory,7,Graphic Design,udemy,2016,Marzo,460,Spanish
Amazing Graphic Design for Beginners,20,32,5,Introductory,0,Graphic Design,udemy,2015,Julio,640,English
"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",0,4529,7,Introductory,0,Musical Instruments,udemy,2015,Diciembre,0,English
Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,20,823,10,All Levels,0,Musical Instruments,udemy,2015,Diciembre,16460,English
Playing Piano:  Popular Pieces Vol. II,150,1472,24,Introductory,1,Musical Instruments,udemy,2016,Marzo,220800,tl
Ninja Chord Changes - Master your guitar chord changes,30,1327,13,Introductory,1,Musical Instruments,udemy,2015,Marzo,39810,English
Your First 10 Guitar Lessons - Learn how to play guitar,0,924,18,Introductory,1,Musical Instruments,udemy,2017,Junio,0,English
Pentatonic Scale Crash Course for Bass Guitar,0,898,24,Intermediate,1,Musical Instruments,udemy,2017,Junio,0,English
Modal Theory for Guitar (Guitar Lessons from Lutz Academy),50,1039,9,All Levels,1,Musical Instruments,udemy,2016,Mayo,51950,English
Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,80,1474,102,All Levels,2,Musical Instruments,udemy,2015,Octubre,117920,English
Learn Jazz Piano Today,50,1167,44,All Levels,3,Musical Instruments,udemy,2014,Enero,58350,Italiano
Learn To Play The Drums Without A Drum Kit,25,1589,39,All Levels,2,Musical Instruments,udemy,2014,Junio,39725,English
Learn Travis Picking From Scratch,40,219,25,Intermediate,1,Musical Instruments,udemy,2017,Enero,8760,English
Instant Harmonica - how to get single notes in 5 easy steps,20,835,7,Introductory,0,Musical Instruments,udemy,2015,Julio,16700,English
Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,70,747,28,All Levels,1,Musical Instruments,udemy,2015,Noviembre,52290,English
Teaching Music : Start teaching an instrument successfully.,30,1337,18,Introductory,1,Musical Instruments,udemy,2015,Octubre,40110,English
Strumming from scratch - Rhythm guitar lesson for Beginners,0,530,13,Introductory,2,Musical Instruments,udemy,2017,Mayo,0,English
Blues Guitar Lessons - From Texas To Carolina,20,1297,9,Intermediate,2,Musical Instruments,udemy,2013,Octubre,25940,English
Instant Harmonica - play the groovy Beatles Yesterday today!,40,295,14,All Levels,1,Musical Instruments,udemy,2016,Abril,11800,English
Beginner Guitar Quick-Start Course,0,2084,7,Introductory,1,Musical Instruments,udemy,2016,Septiembre,0,Deutsch
Mike G's Beginner Drum Course: Part 1,35,515,20,Introductory,3,Musical Instruments,udemy,2015,Noviembre,18025,Deutsch
Guitar for Beginners - Learn the Basics,20,1026,19,Introductory,0,Musical Instruments,udemy,2015,Junio,20520,English
How To Play The Djembe: For Beginners,30,414,19,All Levels,1,Musical Instruments,udemy,2014,Noviembre,12420,English
Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,45,198,15,All Levels,2,Musical Instruments,udemy,2016,Febrero,8910,Français
Beginner Guitar - 38 Easy Lessons You Needs to Get Started,40,250,39,Introductory,3,Musical Instruments,udemy,2013,Septiembre,10000,English
Bass Guitar Lessons For Beginners,95,180,38,Introductory,2,Musical Instruments,udemy,2016,Abril,17100,Deutsch
Pure Pentatonic Power: Rock and Blues Guitar Soloing,50,128,18,All Levels,2,Musical Instruments,udemy,2016,Noviembre,6400,English
Rock Drumset Grooves: Level 1,20,709,38,Introductory,2,Musical Instruments,udemy,2014,Septiembre,14180,nl
Guitar: The Next Level,55,117,10,Introductory,1,Musical Instruments,udemy,2015,Octubre,6435,English
Learn to Play Euphonium: Beginner to Pro in Under Five Hours,50,305,108,Introductory,7,Musical Instruments,udemy,2015,Abril,15250,English
Learn Oud 1 (No Prior Music Knowledge Required!),20,153,38,Introductory,3,Musical Instruments,udemy,2015,Septiembre,3060,English
Instant Harmonica - play Dylan's Blowing in the Wind today!,20,81,14,All Levels,1,Musical Instruments,udemy,2016,Enero,1620,English
Improvise On The Piano In 30 Minutes,40,85,19,Introductory,1,Musical Instruments,udemy,2016,Agosto,3400,English
Cajon Step-by-Step: Beginner > Intermediate > Advanced,35,73,45,All Levels,3,Musical Instruments,udemy,2017,Febrero,2555,English
Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,45,178,11,All Levels,2,Musical Instruments,udemy,2016,Febrero,8010,Français
Instant Harmonica - play the gorgeous Skye Boat Song now!,20,122,11,Introductory,0,Musical Instruments,udemy,2015,Octubre,2440,English
Learn to Play Trombone: Go From Beginner to Pro in No Time!,50,402,123,All Levels,7,Musical Instruments,udemy,2015,Marzo,20100,English
FingerstyleGuitar by Jacques Stotzem - Basic Level,30,119,16,All Levels,1,Musical Instruments,udemy,2015,Octubre,3570,English
Instant Harmonica - play two Star Wars themes in 30 minutes ,20,605,11,Introductory,0,Musical Instruments,udemy,2015,Julio,12100,English
Play Piano To-day! - Beginner Piano Lessons For Busy People!,100,476,91,Introductory,4,Musical Instruments,udemy,2016,Noviembre,47600,English
Learn to Play the Flute: Beginner to Pro in Under Five Hours,50,707,108,Introductory,7,Musical Instruments,udemy,2014,Octubre,35350,English
Play Piano 7: Improvise on For All We Know in F Key by Ear,50,438,77,All Levels,1,Musical Instruments,udemy,2016,Noviembre,21900,English
World's Fastest Piano Method - The Piano Revolution!,95,1199,31,Introductory,2,Musical Instruments,udemy,2013,Febrero,113905,English
Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,50,966,145,Introductory,7,Musical Instruments,udemy,2014,Marzo,48300,English
Learn to Play Clarinet: Beginner to Pro in Under Five Hours,50,877,88,Introductory,6,Musical Instruments,udemy,2015,Enero,43850,English
"Learn To Play The Piano Using Pop, R&B and Gospel Chords",50,1504,14,All Levels,0,Musical Instruments,udemy,2013,Octubre,75200,English
Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,95,1064,110,All Levels,2,Musical Instruments,udemy,2015,Febrero,101080,English
Worship Piano: From Beginner to Pro,80,117,32,All Levels,3,Musical Instruments,udemy,2017,Febrero,9360,English
Easy to play Christmas Songs for Guitar,100,1229,11,All Levels,0,Musical Instruments,udemy,2015,Diciembre,122900,English
Ultimate Blues Guitar Beginner Lessons,20,922,90,Introductory,10,Musical Instruments,udemy,2014,Marzo,18440,Deutsch
How to Play Piano - Your First Lesson!,0,662,13,Introductory,0,Musical Instruments,udemy,2017,Junio,0,English
Playing Piano : Reading and Playing Classical Tunes Vol.I,50,1732,34,Introductory,2,Musical Instruments,udemy,2015,Octubre,86600,English
Blues School! A Course For Beginners in Blues Piano & Improv,120,326,54,All Levels,3,Musical Instruments,udemy,2017,Febrero,39120,English
Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,80,1284,99,All Levels,2,Musical Instruments,udemy,2015,Octubre,102720,English
31 Day Guitar Challenge,40,1029,32,Introductory,3,Musical Instruments,udemy,2015,Noviembre,41160,English
Percussive Fingerstyle Guitar,50,886,74,Intermediate,1,Musical Instruments,udemy,2015,Febrero,44300,English
Learn to Play Saxophone: Beginner to Pro in Under Four Hours,50,1213,77,Introductory,5,Musical Instruments,udemy,2014,Marzo,60650,English
"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",100,1605,52,Introductory,2,Musical Instruments,udemy,2015,Febrero,160500,English
Guitar Insanity Workout - Eatmystrings!,50,2673,29,All Levels,2,Musical Instruments,udemy,2012,Julio,133650,English
Playing Piano:  Play Chords and Popular Pieces Vol.I,100,1987,43,Introductory,3,Musical Instruments,udemy,2016,Febrero,198700,English
Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,75,1052,43,Intermediate,0,Musical Instruments,udemy,2016,Marzo,78900,English
Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,50,1548,20,Introductory,2,Musical Instruments,udemy,2015,Septiembre,77400,English
Guitar Fretboard Mastery for the Blues Guitarist,20,257,5,All Levels,1,Musical Instruments,udemy,2014,Enero,5140,English
Quick & Easy Piano Chords: Play more songs with more chords,55,1818,90,Introductory,2,Musical Instruments,udemy,2014,Julio,99990,English
Instant Harmonica - play Scarborough Fair in 8 easy lectures,40,543,12,Introductory,1,Musical Instruments,udemy,2015,Julio,21720,English
Piano With Willie: Blues n' Boogie Vol. 2,40,95,11,Intermediate,2,Musical Instruments,udemy,2016,Abril,3800,af
Have Fun with Beginner Blues Piano,75,321,27,All Levels,2,Musical Instruments,udemy,2013,Agosto,24075,English
Learn to Play Harp: Beginners Course,0,408,10,Introductory,0,Musical Instruments,udemy,2017,Abril,0,English
Instant Harmonica - play this classic 8 bar blues tune!,40,43,13,All Levels,1,Musical Instruments,udemy,2017,Abril,1720,English
Guitar Lessons - Learning The Neck - Fretboard Mastery,45,239,49,All Levels,6,Musical Instruments,udemy,2016,Febrero,10755,English
Take your double bass drum technique to the next level,40,584,196,Intermediate,5,Musical Instruments,udemy,2016,Mayo,23360,English
How To Play The Cajon: For Beginners,30,144,25,All Levels,1,Musical Instruments,udemy,2015,Diciembre,4320,English
Slide Guitar- Slide Soloing Essentials,50,297,17,All Levels,3,Musical Instruments,udemy,2016,Febrero,14850,Catalán
Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,60,1137,45,All Levels,1,Musical Instruments,udemy,2016,Febrero,68220,English
Learn Acoustic Guitar for Worship,40,86,26,Introductory,2,Musical Instruments,udemy,2017,Enero,3440,English
Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,70,98,31,Intermediate,2,Musical Instruments,udemy,2016,Diciembre,6860,English
Guitar Lessons: The Essential Beginner & Intermediate Course,0,2566,23,All Levels,2,Musical Instruments,udemy,2016,Junio,0,English
Instant Harmonica - play the groovy Irish Washerwoman now!,40,55,13,Introductory,1,Musical Instruments,udemy,2017,Enero,2200,English
Music Fundamentals: Learn Beatmaking with Pen Tapping,200,537,22,All Levels,2,Musical Instruments,udemy,2015,Noviembre,107400,English
