nombre,precio,ventas_q,clases_q,nivel,duracion,tema,plataforma,anio,mes,ventas_usd,idioma
"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",115,595,33,All Levels,2,Musical Instruments,udemy,2015,Febrero,68425,English
Beginner Guitar Lessons by Paul Gronow,50,659,46,All Levels,3,Musical Instruments,udemy,2016,Marzo,32950,English
Guitar Fretboard Secrets,55,186,35,Intermediate,2,Musical Instruments,udemy,2016,Diciembre,10230,Catalán
Learn to Play French Horn: Beginner to Pro Made the Easy Way,50,460,131,Introductory,8,Musical Instruments,udemy,2014,Octubre,23000,English
150 Rock Guitar Licks You MUST Know,45,252,21,All Levels,4,Musical Instruments,udemy,2016,Febrero,11340,English
Didgeridoo - from zero to HERO! Part One - beginning,35,87,38,Introductory,3,Musical Instruments,udemy,2016,Julio,3045,English
Learn Piano Scales: Play any song in any key! Like Pro's do,50,1720,26,Introductory,2,Musical Instruments,udemy,2014,Octubre,86000,English
Instant Harmonica - play the groovy Valens La Bamba now!,20,390,10,Introductory,0,Musical Instruments,udemy,2016,Febrero,7800,English
Blues Master - Beginner's Techniques Piano Course,0,2618,16,All Levels,1,Musical Instruments,udemy,2016,Marzo,0,Français
"How to play Djembe, Drums & Rhythm. Level 2",40,390,36,Intermediate,2,Musical Instruments,udemy,2015,Julio,15600,English
Instant Harmonica - play Amazing Grace with grace and ease!,40,496,14,Introductory,1,Musical Instruments,udemy,2015,Agosto,19840,English
Instant Harmonica - play Amazing Grace + Ode to Joy now!,40,341,23,All Levels,1,Musical Instruments,udemy,2016,Junio,13640,English
Play Thousands of Songs On The Guitar | Cheater Chords,100,97,12,Introductory,1,Musical Instruments,udemy,2017,Abril,9700,English
Piano Improvisation from Day One,20,1249,21,All Levels,3,Musical Instruments,udemy,2013,Marzo,24980,English
Classical Guitar Essentials - The Basics Part 1,65,861,52,Introductory,4,Musical Instruments,udemy,2016,Mayo,55965,Catalán
Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,60,973,74,All Levels,2,Musical Instruments,udemy,2016,Febrero,58380,English
Play all major scales by ear - no notation required!,40,868,62,Introductory,3,Musical Instruments,udemy,2015,Diciembre,34720,English
How to play in a local Irish music session with confidence,40,193,8,All Levels,1,Musical Instruments,udemy,2016,Agosto,7720,English
The Total Beginner's Guitar Course,0,9193,17,Introductory,1,Musical Instruments,udemy,2016,Marzo,0,English
Virtual Piano Lessons - A New Way To Learn Piano,50,5830,12,All Levels,1,Musical Instruments,udemy,2013,Julio,291500,English
16 Guitar Chords to Jam With - (Beginner - Intermediate),20,1224,20,Introductory,1,Musical Instruments,udemy,2015,Julio,24480,English
Free Beginner Electric Guitar Lessons,0,101154,95,Introductory,4,Musical Instruments,udemy,2012,Junio,0,English
101 Awesome Rockabilly Guitar Licks,40,407,33,Intermediate,2,Musical Instruments,udemy,2016,Agosto,16280,English
A beginner`s guide to fingerpicking and strumming guitar',0,3481,20,Introductory,2,Musical Instruments,udemy,2016,Septiembre,0,English
"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",40,124,14,Introductory,1,Musical Instruments,udemy,2017,Marzo,4960,English
Your First Course on Piano,70,2002,33,Introductory,4,Musical Instruments,udemy,2015,Julio,140140,English
Acoustic Guitar Basics,0,14495,21,Introductory,2,Musical Instruments,udemy,2014,Agosto,0,English
Cracking the Violin Code!,120,746,40,All Levels,5,Musical Instruments,udemy,2015,Noviembre,89520,English
Instant Bodhran - part one; learn the basics of drumming now,30,920,9,Introductory,1,Musical Instruments,udemy,2016,Enero,27600,English
"Play The Piano By Ear | Master Class, Learn By Doing",175,362,27,All Levels,2,Musical Instruments,udemy,2016,Noviembre,63350,English
Discover Classical Guitar Level 2   ,75,927,123,Intermediate,11,Musical Instruments,udemy,2015,Septiembre,69525,Italiano
Fingerpicking Classics - Great songs played fingerstyle!,20,953,13,All Levels,2,Musical Instruments,udemy,2015,Agosto,19060,English
6 Must Know Tricks to Successful Solos,35,469,30,All Levels,4,Musical Instruments,udemy,2015,Septiembre,16415,English
CAGED System for Guitar (Guitar Lessons from Lutz Academy),50,450,7,All Levels,1,Musical Instruments,udemy,2016,Julio,22500,English
Learn the Violin - No Music Experience Necessary!,120,600,30,Introductory,3,Musical Instruments,udemy,2015,Septiembre,72000,English
Your Second Course on Piano: Two Handed Playing,70,1018,22,Introductory,5,Musical Instruments,udemy,2015,Octubre,71260,English
How to Design Your Own Guitar,50,181,32,All Levels,5,Musical Instruments,udemy,2014,Junio,9050,English
How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,0,8240,6,Intermediate,1,Musical Instruments,udemy,2013,Noviembre,0,English
Play Sonny Terry style on Harmonica and dazzle your friends!,200,582,51,All Levels,5,Musical Instruments,udemy,2014,Diciembre,116400,English
Blues and Advanced Guitar Lessons,85,1235,131,All Levels,7,Musical Instruments,udemy,2013,Junio,104975,English
Learn basics of South Indian Carnatic Flute Step by Step ,150,380,49,Introductory,4,Musical Instruments,udemy,2015,Abril,57000,English
Basic Piano Hymn Playing,20,1842,28,Introductory,1,Musical Instruments,udemy,2013,Diciembre,36840,tl
#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,35,3137,68,All Levels,1,Musical Instruments,udemy,2014,Septiembre,109795,English
Piano Music Theory (Back To Basics) by JFilt,0,4967,12,Introductory,0,Musical Instruments,udemy,2017,Febrero,0,English
Guitar - 12  Strumming Patterns You Must Know For Guitar,50,2154,16,Introductory,1,Musical Instruments,udemy,2015,Julio,107700,English
Guitar Lessons for complete beginners - super simple and fun,20,936,12,Introductory,0,Musical Instruments,udemy,2016,Septiembre,18720,Français
CAGED Pentatonic System for Guitar - Level 3,45,1224,32,All Levels,1,Musical Instruments,udemy,2016,Septiembre,55080,English
Classical Guitar Essentials - The Basics Part 2,95,1030,44,Intermediate,4,Musical Instruments,udemy,2017,Marzo,97850,English
Introduction to Piano - By PGN Piano!,0,14922,8,Introductory,0,Musical Instruments,udemy,2015,Agosto,0,English
Keyboard Instruments - Read Sheet Music for Piano Fast!,50,2788,41,Introductory,1,Musical Instruments,udemy,2015,Julio,139400,English
How to Play the Guitar: Your 30-Day Guide to Learn Guitar,20,2686,32,Introductory,6,Musical Instruments,udemy,2016,Febrero,53720,English
Drumming Accelerator: How To Get The Best Start Possible,200,1594,34,Introductory,1,Musical Instruments,udemy,2017,Abril,318800,English
Play Piano 4: Improvise on popular song Yesterday chords,50,1018,63,All Levels,1,Musical Instruments,udemy,2016,Octubre,50900,English
Beginner's Guitar Lessons - Crash Course for Busy Adults,50,1194,29,Introductory,2,Musical Instruments,udemy,2017,Mayo,59700,English
Getting Started with the Guitar in 5 Days,0,270,24,Introductory,1,Musical Instruments,udemy,2017,Julio,0,English
Guitar Lessons - String Bending And Vibrato Essentials,0,3325,5,All Levels,1,Musical Instruments,udemy,2016,Febrero,0,English
Piano With Willie: Blues n' Boogie Vol. 1,40,172,15,Intermediate,2,Musical Instruments,udemy,2016,Abril,6880,af
Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,70,834,35,All Levels,1,Musical Instruments,udemy,2015,Noviembre,58380,English
Chugging - it don't mean a thing if it ain't got that swing!,200,382,25,All Levels,2,Musical Instruments,udemy,2015,Abril,76400,English
Make Your Own Ukulele,85,452,23,All Levels,4,Musical Instruments,udemy,2016,Agosto,38420,English
"Beginner Violin 101: Care, Maintenance, and the Right Gear",0,5543,29,All Levels,4,Musical Instruments,udemy,2015,Marzo,0,English
Learn How To Play 25 Classic Hip Hop Songs,25,153,27,All Levels,2,Musical Instruments,udemy,2017,Febrero,3825,English
Learn Beethoven's Fur Elise on Piano,20,1582,6,All Levels,0,Musical Instruments,udemy,2014,Junio,31640,English
Play Violin and Fiddle for beginners - it's fun  - Course 1,20,560,9,Introductory,1,Musical Instruments,udemy,2016,Marzo,11200,English
Piano With Willie Building Technique with Scales Vol. 1,40,111,12,All Levels,1,Musical Instruments,udemy,2016,Abril,4440,English
Christmas Piano Songs For The Very Beginner Vol. I,40,1060,15,Introductory,1,Musical Instruments,udemy,2015,Noviembre,42400,English
Introduction to Gypsy Jazz Guitar,95,452,18,All Levels,2,Musical Instruments,udemy,2017,Mayo,42940,English
"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",45,2346,14,All Levels,0,Musical Instruments,udemy,2014,Octubre,105570,English
The Piano Chord Ladder | Learn to Play Thousands of Songs,100,103,11,All Levels,1,Musical Instruments,udemy,2017,Mayo,10300,English
Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,50,833,70,Advanced,1,Musical Instruments,udemy,2016,Noviembre,41650,English
Playing Piano: Scales and Arpeggios Vol.I : Major keys,50,2358,26,Introductory,1,Musical Instruments,udemy,2016,Marzo,117900,English
Drumming for Beginners - Simple Way To Learn How To Drum,20,1814,22,Introductory,2,Musical Instruments,udemy,2016,Marzo,36280,English
Get great playing HARMONICA - a fun new leisure time hobby !,35,2543,17,All Levels,2,Musical Instruments,udemy,2014,Febrero,89005,English
Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,0,3042,13,All Levels,0,Musical Instruments,udemy,2016,Diciembre,0,English
Play Piano 3: Improvise Chords to Enchanted Evening by Ear,50,809,57,All Levels,1,Musical Instruments,udemy,2016,Octubre,40450,English
"Jazz Guitar Tips, Tricks and Licks",0,9351,21,Intermediate,2,Musical Instruments,udemy,2017,Mayo,0,English
Piano From Zero To Pro - Beginner Essentials To The Piano,70,811,52,Introductory,3,Musical Instruments,udemy,2016,Marzo,56770,Português
"Piano: Learn 48 chords in 1 hour,  and always remember how",120,1424,16,Introductory,1,Musical Instruments,udemy,2014,Diciembre,170880,English
Walking Bass - Quick Start Guide,50,193,31,All Levels,1,Musical Instruments,udemy,2015,Diciembre,9650,Deutsch
Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),45,65,56,Introductory,10,Musical Instruments,udemy,2017,Mayo,2925,English
Blues Bass - Quick Start Guide,50,59,29,All Levels,1,Musical Instruments,udemy,2016,Noviembre,2950,Deutsch
How to speak Pianish (beginner level),30,545,10,Introductory,1,Musical Instruments,udemy,2014,Agosto,16350,English
Gospel Piano Essentials,30,668,46,Intermediate,11,Musical Instruments,udemy,2013,Julio,20040,Catalán
Instant Harmonica - play Leonard Cohen's Hallelujah now!,40,100,14,All Levels,1,Musical Instruments,udemy,2016,Noviembre,4000,English
Guitar Crash Course (No Experience Necessary),0,5769,29,Introductory,1,Musical Instruments,udemy,2015,Enero,0,English
Beginner Guitar Lessons - Your Complete Foundation Course,60,293,162,Introductory,18,Musical Instruments,udemy,2016,Abril,17580,Français
Piano Building Blocks: Learn the 24 Most Common Chords,50,492,17,Introductory,1,Musical Instruments,udemy,2016,Marzo,24600,English
Learn to Play the Oboe: Beginner to Pro in Under Four Hours,50,500,74,Introductory,5,Musical Instruments,udemy,2015,Enero,25000,English
Playing Piano By Ear: Complete Guide for Aspiring Musicians,150,346,59,All Levels,4,Musical Instruments,udemy,2015,Noviembre,51900,English
"Discover the fun of Spoon playing, a beginners course",65,353,25,All Levels,1,Musical Instruments,udemy,2015,Junio,22945,English
Country Guitar Fundamentals,50,1174,23,Intermediate,1,Musical Instruments,udemy,2016,Diciembre,58700,Catalán
Discover Classical Guitar Level 1,25,1513,19,Introductory,1,Musical Instruments,udemy,2015,Junio,37825,Italiano
PI-101 Top 10 Classical Piano Pieces for Beginners,0,6292,38,Introductory,1,Musical Instruments,udemy,2016,Mayo,0,English
Get started playing blues harmonica,0,6853,23,Introductory,0,Musical Instruments,udemy,2015,Marzo,0,English
Rockabilly Guitar For Beginners,40,475,36,Introductory,2,Musical Instruments,udemy,2016,Febrero,19000,English
Beginner Piano,20,776,89,Introductory,4,Musical Instruments,udemy,2015,Agosto,15520,Deutsch
Step by Step Tabla Course- Indian Drums,20,1337,21,Introductory,1,Musical Instruments,udemy,2016,Enero,26740,English
Play Piano 6 -Improvise on The Way We Were with Power Chords,50,701,62,All Levels,1,Musical Instruments,udemy,2016,Noviembre,35050,English
101 Blues riffs - learn how the harmonica superstars do it,200,1350,55,Intermediate,6,Musical Instruments,udemy,2015,Enero,270000,English
Learn To Play The Drums,25,1141,74,All Levels,8,Musical Instruments,udemy,2015,Mayo,28525,English
Guitar: Master The Guitar Fretboard In 6 Easy Steps,55,1203,10,Introductory,1,Musical Instruments,udemy,2015,Octubre,66165,English
Play Piano in 30 Days! - Start Playing NOW!,0,5188,58,Introductory,3,Musical Instruments,udemy,2015,Julio,0,tl
Curso de Didgeridoo nivel principiante,50,0,31,Introductory,1,Musical Instruments,udemy,2016,Abril,0,Spanish
ブルースギター入門,0,462,23,All Levels,3,Musical Instruments,udemy,2014,Mayo,0,ja
Pianoforall - Incredible New Way To Learn Piano & Keyboard,200,75499,362,All Levels,30,Musical Instruments,udemy,2014,Agosto,15099800,English
The Professional Guitar Masterclass,200,21701,136,All Levels,9,Musical Instruments,udemy,2015,Abril,4340200,English
Modern Rock Guitar Techniques,50,3157,32,Intermediate,3,Musical Instruments,udemy,2016,Diciembre,157850,Français
Complete Guitar System - Beginner to Advanced,145,32935,310,All Levels,34,Musical Instruments,udemy,2013,Mayo,4775575,English
Guitar Super System Level 1,50,10869,104,Intermediate,5,Musical Instruments,udemy,2015,Abril,543450,da
How to play Piano - Go from a Beginner/Intermediate to a Pro,200,5316,291,All Levels,31,Musical Instruments,udemy,2016,Octubre,1063200,English
Guitar Super System Level 2,50,4192,34,Advanced,1,Musical Instruments,udemy,2015,Noviembre,209600,da
"LEARN HARMONICA, amaze your friends and have fun - it's easy",200,8857,131,All Levels,15,Musical Instruments,udemy,2014,Abril,1771400,English
The Complete Piano & Music Theory Beginners Course,50,10435,23,All Levels,1,Musical Instruments,udemy,2016,Septiembre,521750,English
Ultimate Beginner Guitar Masterclass,200,8113,124,Introductory,11,Musical Instruments,udemy,2017,Mayo,1622600,Italiano
Quicklessons Piano Course - Learn to Play Piano by Ear!,200,7178,144,All Levels,8,Musical Instruments,udemy,2014,Abril,1435600,English
"Learn guitar the Right way! Complete 'KickStarter course""",150,2102,99,Introductory,9,Musical Instruments,udemy,2017,Febrero,315300,English
CAGED Pentatonic System for Guitar - Level 1,45,1329,35,All Levels,1,Musical Instruments,udemy,2016,Julio,59805,English
CAGED Pentatonic System for Guitar - Level 2,45,1220,26,All Levels,1,Musical Instruments,udemy,2016,Agosto,54900,English
Learn to Play Piano From a Concert Pianist - For Beginners,200,3206,17,Introductory,1,Musical Instruments,udemy,2015,Noviembre,641200,English
#12 Hand Coordination: Let your Hands dance with Ballad 9,75,482,47,Intermediate,1,Musical Instruments,udemy,2017,Abril,36150,English
How To Make Money With A Cover Band,50,2498,25,All Levels,3,Musical Instruments,udemy,2017,Marzo,124900,English
How To Play Guitar - For Absolute Beginners,35,478,18,Introductory,1,Musical Instruments,udemy,2017,Mayo,16730,English
Learn How to Improvise on Guitar in 30 Days,200,1788,33,Introductory,6,Musical Instruments,udemy,2016,Octubre,357600,English
Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,50,1249,69,All Levels,1,Musical Instruments,udemy,2016,Noviembre,62450,English
The Best Beginner Guitar Course Ever,50,1976,16,Introductory,1,Musical Instruments,udemy,2014,Noviembre,98800,Deutsch
Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,100,567,24,All Levels,1,Musical Instruments,udemy,2016,Agosto,56700,English
Guitar: Learn 10 CCR Guitar Chord Progressions,50,2045,24,Introductory,2,Musical Instruments,udemy,2016,Agosto,102250,English
"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",50,1204,56,All Levels,1,Musical Instruments,udemy,2016,Octubre,60200,English
Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,60,1227,26,All Levels,0,Musical Instruments,udemy,2016,Octubre,73620,English
Getting Started with Playing Guitar,0,47652,26,Introductory,4,Musical Instruments,udemy,2013,Mayo,0,English
Piano Playing: Reading and Playing Classical Tunes Vol.II,40,1638,17,Introductory,1,Musical Instruments,udemy,2016,Junio,65520,English
Harmonica Jamz: The Only Course on Jammin' with Friends,60,568,65,Introductory,5,Musical Instruments,udemy,2017,Marzo,34080,English
Guitar - Learn 10 Legendary Chord Progressions for Guitar,55,3013,28,Introductory,1,Musical Instruments,udemy,2015,Junio,165715,English
